 -22.378 0355321
 -29.878 0355322
 -35.061 0355323
 -37.500 0355324
 -37.134 0355325
 -34.146 0355326
 -28.659 0355327
 -20.732 0355328
 -10.915 0355329
 -0.305  0355330
 10.061  0355331
 19.573  0355332
 27.683  0355333
 33.780  0355334
 37.317  0355335
 38.110  0355336
 36.098  0355337
 31.646  0355338
 25.000  0355339
 16.402  0355340
 6.463   0355341
 -3.963  0355342
 -13.963 0355343
 -22.866 0355344
 -30.305 0355345
 -35.854 0355346
 -38.902 0355347
 -38.902 0355348
 -35.976 0355349
 -22.744 0355351
 -13.171 0355352
 8.537   0355354
 18.537  0355355
 26.829  0355356
 33.293  0355357
 37.561  0355358
 39.085  0355359
 37.561  0355360
 33.354  0355361
 26.829  0355362
 18.659  0355363
 9.085   0355364
 -1.220  0355365
 -11.524 0355366
 -20.732 0355367
 -28.415 0355368
 -34.146 0355369
 -37.744 0355370
 -38.415 0355371
 -35.915 0355372
 -30.610 0355373
 -23.049 0355374
 -13.720 0355375
 -3.232  0355376
 7.683   0355377
 17.805  0355378
 26.341  0355379
 32.927  0355380
 37.195  0355381
 38.902  0355382
 37.744  0355383
 33.659  0355384
 27.073  0355385
 18.780  0355386
 9.268   0355387
 -1.037  0355388
 -11.463 0355389
 -21.098 0355390
 -29.207 0355391
 -35.244 0355392
 -38.963 0355393
 -37.805 0355395
 -32.805 0355396
 -25.244 0355397
 -15.854 0355398
 -5.366  0355399
 5.427   0355400
 15.915  0355401
 25.061  0355402
 32.317  0355403
 37.073  0355404
 39.146  0355405
 38.537  0355406
 35.244  0355407
 29.207  0355408
 21.098  0355409
 11.524  0355410
 1.280   0355411
 -9.024  0355412
 -18.902 0355413
 -27.500 0355414
 -34.085 0355415
 -37.988 0355416
 -39.085 0355417
 -37.378 0355418
 -32.866 0355419
 -25.732 0355420
 -16.341 0355421
 -5.854  0355422
 4.817   0355423
 15.061  0355424
 24.390  0355425
 32.073  0355426
 37.195  0355427
 39.390  0355428
 38.841  0355429
 35.854  0355430
 30.366  0355431
 12.561  0355433
 2.012   0355434
 -8.476  0355435
 -18.415 0355436
 -27.378 0355437
 -34.512 0355438
 -38.841 0355439
 -40.122 0355440
 -38.780 0355441
 -34.817 0355442
 -28.171 0355443
 -18.902 0355444
 -8.171  0355445
 2.805   0355446
 13.171  0355447
 22.805  0355448
 31.098  0355449
 36.890  0355450
 39.695  0355451
 39.573  0355452
 36.951  0355453
 31.951  0355454
 24.390  0355455
 14.756  0355456
 3.963   0355457
 -6.646  0355458
 -16.646 0355459
 -25.793 0355460
 -33.293 0355461
 -38.110 0355462
 -39.695 0355463
 -38.415 0355464
 -34.634 0355465
 -28.171 0355466
 -19.146 0355467
 -8.415  0355468
 2.683   0355469
 36.951  0355473
 40.000  0355474
 40.000  0355475
 37.317  0355476
 32.317  0355477
 24.817  0355478
 15.183  0355479
 4.329   0355480
 -6.524  0355481
 -16.768 0355482
 -25.915 0355483
 -33.415 0355484
 -38.537 0355485
 -40.549 0355486
 -39.573 0355487
 -35.915 0355488
 -29.695 0355489
 -21.037 0355490
 -10.427 0355491
 0.854   0355492
 11.707  0355493
 21.646  0355494
 30.122  0355495
 36.463  0355496
 40.000  0355497
 40.610  0355498
 38.415  0355499
 33.598  0355500
 26.402  0355501
 17.073  0355502
 6.402   0355503
 -4.573  0355504
 -14.878 0355505
 -24.146 0355506
 -31.829 0355507
 -37.195 0355508
 -39.634 0355509
 -35.793 0355511
 -29.817 0355512
 -21.402 0355513
 -11.098 0355514
 0.061   0355515
 11.159  0355516
 21.220  0355517
 29.756  0355518
 36.220  0355519
 39.939  0355520
 40.732  0355521
 38.598  0355522
 33.720  0355523
 26.463  0355524
 17.073  0355525
 6.341   0355526
 -4.817  0355527
 -15.488 0355528
 -25.122 0355529
 -32.988 0355530
 -38.537 0355531
 -41.402 0355532
 -41.220 0355533
 -38.049 0355534
 -32.073 0355535
 -23.659 0355536
 -13.232 0355537
 -1.707  0355538
 9.756   0355539
 20.305  0355540
 29.146  0355541
 35.976  0355542
 40.244  0355543
 41.524  0355544
 39.756  0355545
 35.122  0355546
 28.110  0355547
 19.024  0355548
 8.537   0355549
 -13.293 0355551
 -22.866 0355552
 -36.768 0355554
 -40.061 0355555
 -40.244 0355556
 -37.317 0355557
 -31.585 0355558
 -23.537 0355559
 -13.659 0355560
 -2.439  0355561
 9.024   0355562
 19.634  0355563
 28.598  0355564
 35.549  0355565
 40.061  0355566
 41.646  0355567
 39.939  0355568
 35.244  0355569
 28.171  0355570
 19.329  0355571
 8.963   0355572
 -2.256  0355573
 -13.415 0355574
 -23.354 0355575
 -31.463 0355576
 -37.622 0355577
 -41.341 0355578
 -41.890 0355579
 -38.963 0355580
 -33.049 0355581
 -25.000 0355582
 -15.183 0355583
 -3.963  0355584
 7.805   0355585
 18.841  0355586
 28.171  0355587
 35.305  0355588
 40.183  0355589
 42.317  0355590
 41.280  0355591
 36.890  0355592
 30.000  0355593
 21.341  0355594
 11.280  0355595
 0.061   0355596
 -11.402 0355597
 -21.707 0355598
 -30.183 0355599
 -36.402 0355600
 -40.305 0355601
 -41.341 0355602
 -38.841 0355603
 -33.232 0355604
 -25.305 0355605
 -15.671 0355606
 -4.695  0355607
 7.012   0355608
 18.232  0355609
 27.744  0355610
 34.878  0355611
 39.634  0355612
 41.829  0355613
 40.915  0355614
 36.768  0355615
 29.878  0355616
 21.159  0355617
 11.037  0355618
 0.000   0355619
 -11.463 0355620
 -22.073 0355621
 -30.793 0355622
 -37.195 0355623
 -41.220 0355624
 -42.439 0355625
 -40.366 0355626
 -35.122 0355627
 -27.195 0355628
 -17.439 0355629
 26.585  0355633
 39.573  0355635
 42.073  0355636
 41.585  0355637
 38.110  0355638
 31.707  0355639
 23.049  0355640
 12.927  0355641
 1.829   0355642
 -9.451  0355643
 -20.061 0355644
 -29.024 0355645
 -35.732 0355646
 -39.878 0355647
 -41.098 0355648
 -39.329 0355649
 -34.512 0355650
 -26.951 0355651
 -17.134 0355652
 -5.976  0355653
 5.610   0355654
 16.707  0355655
 26.585  0355656
 34.512  0355657
 39.817  0355658
