 -8.720  2347882
 2.439   2347885
 6.220   2347886
 10.000  2347887
 13.171  2347888
 15.427  2347889
 16.890  2347890
 17.866  2347891
 18.293  2347892
 17.744  2347893
 16.098  2347894
 14.085  2347895
 11.951  2347896
 9.634   2347897
 6.463   2347898
 2.622   2347899
 -1.037  2347900
 -4.390  2347901
 -7.683  2347902
 -11.341 2347903
 -14.451 2347904
 -16.707 2347905
 -17.866 2347906
 -18.963 2347907
 -19.817 2347908
 -20.000 2347909
 -19.024 2347910
 -17.378 2347911
 -15.671 2347912
 -13.659 2347913
 -11.098 2347914
 -7.683  2347915
 -4.268  2347916
 -1.037  2347917
 1.890   2347918
 5.183   2347919
 8.354   2347920
 10.976  2347921
 12.744  2347922
 14.329  2347923
 15.610  2347924
 16.220  2347925
 16.037  2347926
 15.183  2347927
 14.329  2347928
 12.927  2347929
 10.854  2347930
 7.866   2347931
 4.634   2347932
 0.915   2347933
 -2.500  2347934
 -6.220  2347935
 -9.878  2347936
 -13.049 2347937
 -15.671 2347938
 -17.683 2347939
 -19.207 2347940
 -19.939 2347941
 -19.817 2347942
 -19.024 2347943
 -17.805 2347944
 -15.915 2347945
 -13.598 2347946
 -10.610 2347947
 -7.378  2347948
 -4.024  2347949
 -0.366  2347950
 3.537   2347951
 7.134   2347952
 10.183  2347953
 12.744  2347954
 14.939  2347955
 16.646  2347956
 17.195  2347957
 17.012  2347958
 16.280  2347959
 15.183  2347960
 13.293  2347961
 10.427  2347962
 7.134   2347963
 4.207   2347964
 1.280   2347965
 -2.134  2347966
 -6.037  2347967
 -9.512  2347968
 -12.073 2347969
 -16.220 2347971
 -18.049 2347972
 -18.780 2347973
 -18.415 2347974
 -17.805 2347975
 -17.317 2347976
 -16.402 2347977
 -14.451 2347978
 -11.890 2347979
 -9.573  2347980
 -7.439  2347981
 -5.000  2347982
 -1.585  2347983
 1.829   2347984
 4.451   2347985
 6.707   2347986
 9.207   2347987
 11.707  2347988
 13.476  2347989
 14.024  2347990
 13.902  2347991
 13.902  2347992
 13.963  2347993
 12.744  2347994
 10.488  2347995
 7.805   2347996
 5.549   2347997
 2.744   2347998
 -0.671  2347999
 -4.695  2348000
 -7.927  2348001
 -10.549 2348002
 -15.366 2348004
 -17.744 2348006
 -17.561 2348007
 -17.073 2348008
 -16.402 2348009
 -14.878 2348010
 -12.500 2348011
 -9.634  2348012
 -6.951  2348013
 -4.329  2348014
 -1.463  2348015
 1.707   2348016
 4.817   2348017
 7.317   2348018
 9.390   2348019
 11.341  2348020
 12.805  2348021
 13.720  2348022
 13.598  2348023
 12.988  2348024
 12.195  2348025
 11.280  2348026
 9.817   2348027
 7.805   2348028
 5.366   2348029
 2.744   2348030
 0.000   2348031
 -2.805  2348032
 -5.732  2348033
 -8.598  2348034
 -11.037 2348035
 -13.049 2348036
 -14.390 2348037
 -15.610 2348038
 -16.585 2348039
 -16.951 2348040
 -16.524 2348041
 -15.732 2348042
 -14.756 2348043
 -13.415 2348044
 -11.280 2348045
 -8.415  2348046
 -5.671  2348047
 -3.049  2348048
 -0.366  2348049
 3.049   2348050
 6.341   2348051
 8.963   2348052
 10.488  2348053
