 3.293   0875641
 4.085   0875642
 3.963   0875643
 3.415   0875644
 3.415   0875645
 3.841   0875646
 3.841   0875647
 2.866   0875648
 1.463   0875649
 0.793   0875650
 0.854   0875651
 0.610   0875652
 -0.549  0875653
 -1.890  0875654
 -2.195  0875655
 -1.707  0875656
 -1.768  0875657
 -2.927  0875658
 -3.902  0875659
 -3.476  0875660
 -2.256  0875661
 -1.829  0875662
 -2.622  0875663
 -2.805  0875664
 -1.280  0875665
 0.732   0875666
 1.159   0875667
 0.305   0875668
 0.488   0875669
 2.500   0875670
 4.207   0875671
 3.841   0875672
 2.622   0875673
 5.000   0875675
 4.268   0875677
 2.256   0875678
 2.378   0875679
 3.537   0875680
 2.744   0875681
 -0.183  0875682
 -2.195  0875683
 -1.463  0875684
 -0.244  0875685
 -1.402  0875686
 -4.146  0875687
 -4.939  0875688
 -3.171  0875689
 -2.012  0875690
 -3.598  0875691
 -5.732  0875692
 -5.122  0875693
 -2.317  0875694
 -1.098  0875695
 -2.500  0875696
 -3.232  0875697
 -0.976  0875698
 2.134   0875699
 2.683   0875700
 0.976   0875701
 0.732   0875702
 3.415   0875703
 5.854   0875704
 5.122   0875705
 3.171   0875706
 3.537   0875707
 5.976   0875708
 6.768   0875709
 4.512   0875710
 2.073   0875711
 2.195   0875712
 3.537   0875713
 -0.366  0875715
 -1.585  0875717
 -0.549  0875718
 -4.512  0875720
 -5.244  0875721
 -3.780  0875722
 -2.866  0875723
 -4.268  0875724
 -5.915  0875725
 -5.122  0875726
 -2.805  0875727
 -1.707  0875728
 -2.378  0875729
 -2.622  0875730
 -0.793  0875731
 1.707   0875732
 2.561   0875733
 1.951   0875734
 2.195   0875735
 3.963   0875736
 5.610   0875737
 5.427   0875738
 4.268   0875739
 4.024   0875740
 4.939   0875741
 5.183   0875742
 3.780   0875743
 1.890   0875744
 1.098   0875745
 1.098   0875746
 0.549   0875747
 -1.037  0875748
 -2.561  0875749
 -2.866  0875750
 -2.500  0875751
