 -1.829  1594313
 -1.646  1594314
 -1.829  1594315
 -2.500  1594316
 -2.805  1594317
 -2.439  1594320
 -2.866  1594321
 -2.805  1594323
 -2.500  1594324
 -2.744  1594325
 -3.354  1594326
 -3.537  1594327
 -3.171  1594328
 -3.049  1594329
 -3.537  1594330
 -4.024  1594331
 -3.780  1594332
 -3.232  1594333
 -3.049  1594334
 -3.232  1594335
 -2.927  1594336
 -2.134  1594337
 -1.402  1594338
 -1.463  1594339
 -1.768  1594340
 -1.646  1594341
 -1.159  1594342
 -1.037  1594343
 -1.402  1594344
 -1.646  1594345
 -1.402  1594346
 -1.159  1594347
 -1.524  1594348
 -1.890  1594349
 -2.195  1594350
 -2.073  1594351
 -2.195  1594352
 -2.378  1594353
 -2.622  1594354
 -2.622  1594355
 -2.622  1594356
 -2.561  1594357
 -2.561  1594358
 -2.500  1594359
 -2.378  1594360
 -1.768  1594362
 -2.073  1594364
 -2.378  1594366
 -2.439  1594367
 -2.866  1594368
 -3.415  1594369
 -3.537  1594370
 -3.476  1594371
 -3.354  1594372
 -3.293  1594373
 -3.110  1594374
 -2.927  1594375
 -2.744  1594376
 -2.683  1594377
 -2.683  1594378
 -2.561  1594379
 -2.439  1594380
 -2.378  1594381
 -2.256  1594382
 -2.256  1594383
 -2.378  1594384
 -2.439  1594385
 -2.378  1594386
 -2.378  1594387
 -2.561  1594388
 -2.805  1594389
 -2.561  1594390
 -2.256  1594391
 -1.951  1594392
 -1.890  1594393
 -1.707  1594394
 -1.341  1594395
 -0.793  1594396
 -0.610  1594397
 -0.610  1594398
 0.000   1594400
 0.122   1594401
 -0.122  1594402
 -0.366  1594403
 -0.305  1594404
 -0.244  1594405
 -0.671  1594406
 -1.220  1594407
 -1.524  1594408
 -1.341  1594409
 -1.341  1594410
 -1.402  1594411
 -1.463  1594412
 -1.037  1594413
 -0.610  1594414
 -0.427  1594415
 -0.427  1594416
 -0.488  1594417
 -0.488  1594418
 -0.427  1594419
 -0.549  1594420
 -0.793  1594421
 -0.915  1594422
 -1.098  1594423
 -1.037  1594424
 -1.280  1594425
 -1.402  1594426
 -1.585  1594427
 -1.402  1594428
 -1.402  1594429
 -1.341  1594430
 -1.646  1594431
 -1.341  1594432
 -1.280  1594433
 -1.037  1594434
 -1.280  1594435
 -1.159  1594436
 -0.976  1594437
 -0.793  1594438
 -0.915  1594439
 -0.854  1594441
 -0.793  1594442
 -0.915  1594443
 -0.915  1594444
 -0.793  1594445
 -0.671  1594446
 -0.671  1594447
 -0.732  1594448
 -0.671  1594449
 -0.366  1594450
 -0.305  1594451
 -0.427  1594452
 -0.610  1594453
 -0.366  1594454
 -0.244  1594455
 -0.549  1594456
 -0.976  1594457
 -0.915  1594458
 -0.793  1594459
 -0.915  1594460
 -1.402  1594461
 -1.646  1594462
 -1.463  1594463
 -1.402  1594464
 -1.585  1594465
 -1.890  1594466
 -1.829  1594467
 -1.463  1594468
 -1.341  1594469
 -1.463  1594470
 -1.524  1594471
 -1.463  1594472
 -1.280  1594473
 -1.341  1594474
 -1.768  1594475
 -2.012  1594476
 -2.012  1594477
 -1.646  1594478
 -1.768  1594479
 -2.256  1594481
 -1.585  1594483
 -1.890  1594485
 -1.463  1594486
 -1.159  1594487
 -0.793  1594488
 -1.159  1594489
 -1.159  1594490
 -0.793  1594491
 -0.244  1594492
 -0.305  1594493
 -0.732  1594494
 -0.854  1594495
 -0.549  1594496
 -0.427  1594497
 -0.854  1594498
 -1.037  1594499
 -0.732  1594500
 -0.061  1594501
 0.061   1594502
 0.061   1594503
 0.244   1594504
 0.732   1594505
 1.098   1594506
 0.915   1594507
 0.915   1594508
 0.976   1594509
 1.220   1594510
 1.280   1594511
 1.098   1594512
 0.671   1594513
 0.488   1594514
 0.305   1594515
 0.183   1594516
 -0.244  1594517
 -0.549  1594518
 -0.671  1594519
 -0.671  1594521
 -0.915  1594522
 -1.098  1594523
 -1.098  1594524
 -0.976  1594525
 -1.098  1594526
 -1.280  1594527
 -1.402  1594528
 -1.341  1594529
 -1.402  1594530
 -1.585  1594531
 -1.951  1594532
 -2.134  1594533
 -2.134  1594534
 -2.195  1594535
 -2.317  1594536
 -2.439  1594537
 -2.439  1594538
 -2.378  1594539
 -2.317  1594540
 -2.317  1594541
 -2.317  1594542
 -2.378  1594543
 -2.317  1594544
 -2.134  1594545
 -1.890  1594546
 -2.073  1594547
 -2.134  1594548
 -2.012  1594549
 -1.768  1594550
 -1.768  1594551
 -1.829  1594552
 -1.585  1594553
 -1.220  1594554
 -1.220  1594555
 -1.524  1594556
 -1.646  1594557
 -1.098  1594559
 -1.220  1594560
 -1.524  1594561
 -1.220  1594562
 -0.915  1594563
 -0.793  1594564
 -1.037  1594565
 -0.976  1594566
 -0.915  1594567
 -0.732  1594568
 -0.976  1594569
 -1.402  1594570
 -1.707  1594571
 -1.707  1594572
 -1.707  1594573
 -1.951  1594574
 -2.134  1594575
 -2.134  1594576
 -1.829  1594577
 -1.585  1594578
 -1.585  1594579
 -1.829  1594580
 -1.829  1594581
 -1.707  1594582
 -1.646  1594583
 -1.890  1594584
 -2.317  1594585
 -2.317  1594586
 -2.134  1594587
 -2.195  1594588
 -2.744  1594589
 -2.866  1594590
 -2.622  1594591
 -2.378  1594592
 -2.744  1594593
 -2.988  1594594
 -2.805  1594595
 -2.317  1594596
 -2.134  1594597
 -1.890  1594600
 -2.012  1594602
 -2.500  1594603
 -2.500  1594604
 -2.317  1594605
 -2.195  1594606
 -2.317  1594607
 -2.378  1594608
 -2.134  1594609
 -1.768  1594610
 -1.829  1594611
 -1.829  1594612
 -1.707  1594613
 -1.220  1594614
 -0.915  1594615
 -0.732  1594616
 -0.854  1594617
 -0.793  1594618
 -0.671  1594619
 -0.732  1594620
 -1.037  1594621
 -1.402  1594622
 -1.524  1594623
 -1.524  1594624
 -1.646  1594625
 -2.012  1594626
 -2.073  1594627
 -2.073  1594628
 -1.890  1594629
 -2.195  1594630
 -2.195  1594631
 -2.073  1594632
 -1.646  1594633
 -1.646  1594635
 -1.646  1594636
 -1.159  1594637
 -1.098  1594638
 -1.280  1594639
 -1.463  1594640
 -1.829  1594644
 -1.768  1594645
 -1.341  1594647
 -1.402  1594648
 -1.463  1594649
 -1.098  1594650
 -0.915  1594651
 -0.732  1594652
 -0.793  1594653
 -0.793  1594654
 -0.793  1594655
 -0.732  1594656
 -0.915  1594657
 -0.976  1594658
 -1.037  1594659
 -0.854  1594660
 -0.793  1594661
 -0.732  1594662
 -0.549  1594663
 -0.183  1594664
 0.061   1594665
 0.244   1594666
 0.305   1594667
 0.427   1594668
 0.610   1594669
 0.915   1594670
 0.976   1594671
 0.793   1594672
 0.549   1594673
 0.366   1594674
 0.183   1594675
 -0.366  1594676
 -0.854  1594677
 -1.220  1594680
 -1.463  1594681
 -1.524  1594682
 -1.341  1594683
 -1.463  1594684
 -1.707  1594685
 -1.707  1594686
 -1.463  1594687
 -1.463  1594688
 -1.585  1594689
 -1.524  1594690
 -1.463  1594691
 -1.524  1594692
 -1.890  1594693
 -2.012  1594694
 -2.073  1594695
 -2.256  1594696
 -2.683  1594697
 -2.744  1594698
 -2.744  1594699
 -2.500  1594700
 -2.561  1594701
 -2.439  1594702
 -2.195  1594703
 -1.829  1594704
 -1.890  1594705
 -1.951  1594706
 -2.012  1594707
 -1.829  1594708
 -1.951  1594709
 -2.073  1594710
 -2.317  1594711
 -2.439  1594712
 -2.439  1594713
 -2.500  1594714
 -2.683  1594715
 -2.683  1594716
 -2.439  1594717
 -1.341  1594720
 -0.793  1594722
 -0.488  1594723
 -0.244  1594724
 -0.305  1594725
 -0.244  1594726
 -0.122  1594727
 0.183   1594728
 -0.061  1594729
 -0.610  1594730
 -0.915  1594731
 -0.915  1594732
 -1.159  1594733
 -1.890  1594734
 -2.378  1594735
 -2.256  1594736
 -1.890  1594737
 -2.134  1594738
 -2.439  1594739
 -2.439  1594740
 -1.890  1594741
 -1.768  1594742
 -1.768  1594743
 -1.707  1594744
 -1.220  1594745
 -0.976  1594746
 -1.098  1594747
 -1.524  1594748
 -1.768  1594749
 -1.768  1594750
 -1.829  1594751
 -2.073  1594752
 -2.439  1594753
 -2.439  1594754
 -2.195  1594755
 -2.134  1594756
 -2.134  1594757
 -1.890  1594759
 -1.524  1594760
 -1.341  1594764
 -1.280  1594765
 -1.341  1594766
 -1.402  1594768
 -1.159  1594769
 -1.037  1594770
 -1.280  1594771
 -1.402  1594772
 -1.159  1594773
 -0.793  1594774
 -0.854  1594775
 -0.976  1594776
 -0.732  1594777
 -0.244  1594778
 -0.061  1594779
 -0.305  1594780
 -0.366  1594781
 -0.122  1594782
 0.183   1594783
 -0.122  1594784
 -0.427  1594785
 -0.610  1594786
 -0.549  1594787
 -1.037  1594788
 -1.585  1594789
 -1.951  1594790
 -2.012  1594791
