 0.244   1605874
 14.085  1605875
 27.256  1605876
 39.756  1605877
 50.610  1605878
 59.756  1605879
 66.402  1605880
 70.732  1605881
 72.439  1605882
 71.524  1605883
 67.866  1605884
 61.646  1605885
 53.293  1605886
 42.927  1605887
 31.098  1605888
 17.988  1605889
 4.390   1605890
 -22.317 1605892
 -34.756 1605893
 -45.793 1605894
 -55.000 1605895
 -61.707 1605896
 -66.098 1605897
 -67.988 1605898
 -67.317 1605899
 -63.902 1605900
 -57.866 1605901
 -49.634 1605902
 -39.512 1605903
 -28.232 1605904
 -15.305 1605905
 -1.890  1605906
 12.012  1605907
 24.878  1605908
 37.317  1605909
 48.232  1605910
 57.500  1605911
 64.573  1605912
 69.268  1605913
 71.220  1605914
 70.549  1605915
 67.561  1605916
 61.768  1605917
 53.598  1605918
 43.598  1605919
 32.256  1605920
 19.634  1605921
 6.341   1605922
 -7.317  1605923
 -20.305 1605924
 -32.622 1605925
 -43.598 1605926
 -52.988 1605927
 -60.122 1605928
 -66.951 1605930
 -63.720 1605932
 -58.171 1605933
 -40.549 1605935
 -40.549 1605935
 -29.207 1605936
 -16.463 1605937
 -3.232  1605938
 10.488  1605939
 23.598  1605940
 35.976  1605941
 46.829  1605942
 56.098  1605943
 63.171  1605944
 67.988  1605945
 70.000  1605946
 69.573  1605947
 66.768  1605948
 61.341  1605949
 53.720  1605950
 44.024  1605951
 33.171  1605952
 20.732  1605953
 7.927   1605954
 -5.244  1605955
 -17.988 1605956
 -30.244 1605957
 -41.220 1605958
 -50.671 1605959
 -57.988 1605960
 -62.988 1605961
 -65.366 1605962
 -65.244 1605963
 -62.561 1605964
 -57.378 1605965
 -49.817 1605966
 -40.305 1605967
 -29.268 1605968
 -17.073 1605969
 -3.963  1605970
 22.073  1605972
 44.939  1605974
 61.037  1605976
 65.976  1605977
 68.293  1605979
 68.293  1605979
 65.915  1605980
 60.854  1605981
 53.598  1605982
 44.329  1605983
 33.720  1605984
 21.890  1605985
 9.207   1605986
 -3.720  1605987
 -16.402 1605988
 -28.598 1605989
 -39.573 1605990
 -49.024 1605991
 -56.768 1605992
 -62.256 1605993
 -65.122 1605994
 -65.427 1605995
 -63.476 1605996
 -58.659 1605997
 -51.768 1605998
 -42.866 1605999
 -32.256 1606000
 -20.488 1606001
 -7.683  1606002
 5.183   1606003
 18.293  1606004
 30.427  1606005
 41.768  1606006
 51.341  1606007
 59.512  1606008
 65.122  1606009
 68.476  1606010
 69.146  1606011
 56.707  1606014
 48.049  1606015
 37.805  1606016
 26.159  1606017
 13.598  1606018
 0.671   1606019
 -12.439 1606020
 -24.817 1606021
 -36.402 1606022
 -46.341 1606023
 -54.634 1606024
 -60.366 1606025
 -63.963 1606026
 -64.695 1606027
 -63.232 1606028
 -58.598 1606029
 -52.073 1606030
 -43.354 1606031
 -33.171 1606032
 -21.646 1606033
 -9.146  1606034
 3.720   1606035
 16.402  1606036
 28.415  1606037
 39.756  1606038
 49.451  1606039
 57.439  1606040
 62.988  1606041
 66.524  1606042
 67.317  1606043
 66.098  1606044
 62.073  1606045
 56.037  1606046
 47.744  1606047
 38.110  1606048
 15.122  1606050
 -21.951 1606053
 -33.110 1606054
 -43.171 1606055
 -43.171 1606055
 -51.768 1606056
 -57.561 1606057
 -61.341 1606058
 -62.378 1606059
 -61.220 1606060
 -57.256 1606061
 -51.280 1606062
 -42.988 1606063
 -33.293 1606064
 -22.317 1606065
 -10.366 1606066
 2.134   1606067
 14.695  1606068
 26.646  1606069
 37.378  1606070
 47.012  1606071
 55.183  1606072
 61.098  1606073
 64.695  1606074
 65.671  1606075
 64.634  1606076
 61.280  1606077
 55.793  1606078
 47.927  1606079
 38.537  1606080
 27.988  1606081
 16.646  1606082
 4.512   1606083
 -7.805  1606084
 -20.000 1606085
 -31.159 1606086
 -41.220 1606087
 -49.756 1606088
 -60.976 1606090
 -62.073 1606092
 -53.598 1606094
 -36.524 1606096
 -25.732 1606097
 -14.024 1606098
 -1.707  1606099
 10.732  1606100
 23.171  1606101
 34.329  1606102
 44.390  1606103
 52.805  1606104
 59.390  1606105
 63.476  1606106
 65.427  1606107
 64.817  1606108
 61.890  1606109
 56.524  1606110
 49.451  1606111
 40.549  1606112
 30.183  1606113
 18.841  1606114
 6.890   1606115
 -5.000  1606116
 -17.012 1606117
 -28.232 1606118
 -38.415 1606119
 -46.829 1606120
 -53.476 1606121
 -57.927 1606122
 -60.244 1606123
 -59.878 1606124
 -57.561 1606125
 -52.561 1606126
 -45.793 1606127
 -37.317 1606128
 -27.500 1606129
 -16.280 1606130
 19.085  1606133
 19.085  1606133
 40.244  1606135
 49.024  1606136
 55.854  1606137
 60.549  1606138
 63.049  1606139
 63.171  1606140
 61.098  1606141
 56.646  1606142
 50.122  1606143
 42.012  1606144
 32.317  1606145
 21.646  1606146
 10.061  1606147
 -1.707  1606148
 -13.415 1606149
 -24.390 1606150
 -34.512 1606151
 -43.476 1606152
 -50.732 1606153
 -55.549 1606154
 -58.354 1606155
 -58.720 1606156
 -57.012 1606157
 -52.683 1606158
 -46.220 1606159
 -37.988 1606160
 -28.537 1606161
 -18.049 1606162
 -6.890  1606163
 4.817   1606164
 16.280  1606165
 27.012  1606166
 36.768  1606167
 45.366  1606168
 57.317  1606170
 59.451  1606173
 55.854  1606174
 50.244  1606175
 42.866  1606176
 34.024  1606177
 24.146  1606178
 13.415  1606179
 2.012   1606180
 -9.390  1606181
 -20.610 1606182
 -30.915 1606183
 -40.122 1606184
 -47.866 1606185
 -53.780 1606186
 -57.256 1606187
 -58.537 1606188
 -57.622 1606189
 -54.268 1606190
 -48.841 1606191
 -41.646 1606192
 -32.805 1606193
 -22.683 1606194
 -11.829 1606195
 -0.305  1606196
 11.037  1606197
 22.195  1606198
 32.439  1606199
 41.768  1606200
 49.451  1606201
 55.488  1606202
 59.146  1606203
 60.915  1606204
 60.427  1606205
 57.683  1606206
 52.988  1606207
 46.341  1606208
 38.354  1606209
 18.598  1606211
 -4.024  1606213
 -4.024  1606213
 -15.305 1606214
 -25.732 1606215
 -35.488 1606216
 -43.659 1606217
 -50.244 1606218
 -54.451 1606219
 -56.890 1606220
 -56.951 1606221
 -54.756 1606222
 -50.122 1606223
 -43.659 1606224
 -35.610 1606225
 -26.098 1606226
 -15.976 1606227
 -4.817  1606228
 6.463   1606229
 17.500  1606230
 27.561  1606231
 37.012  1606232
 45.000  1606233
 51.463  1606234
 55.732  1606235
 58.110  1606236
 58.537  1606237
 56.951  1606238
 53.537  1606239
 47.744  1606240
 40.549  1606241
 32.134  1606242
 22.866  1606243
 12.317  1606244
 1.646   1606245
 -9.329  1606246
 -19.695 1606247
 -29.451 1606248
 -37.866 1606249
 -50.305 1606251
 -53.476 1606252
 -53.171 1606254
 -44.573 1606256
 -37.561 1606257
 -29.146 1606258
 -19.634 1606259
 -9.451  1606260
 1.220   1606261
 11.829  1606262
 22.073  1606263
 31.463  1606264
 39.756  1606265
 46.524  1606266
 51.768  1606267
 54.878  1606268
 56.037  1606269
 55.061  1606270
 52.500  1606271
 47.927  1606272
 42.012  1606273
 34.390  1606274
 25.732  1606275
 16.037  1606276
 5.915   1606277
 -4.451  1606278
 -14.878 1606279
 -24.817 1606280
 -33.659 1606281
 -41.159 1606282
 -47.012 1606283
 -51.037 1606284
 -52.988 1606285
 -52.683 1606286
 -50.366 1606287
 -45.915 1606288
 -32.439 1606290
 -13.902 1606292
 16.707  1606295
 26.098  1606296
 34.817  1606297
 42.073  1606298
 47.866  1606299
 51.768  1606300
 54.085  1606301
 54.329  1606302
 52.683  1606303
 49.024  1606304
 43.720  1606305
 37.378  1606306
 29.634  1606307
 20.793  1606308
 10.854  1606309
 1.098   1606310
 -8.963  1606311
 -18.720 1606312
 -27.988 1606313
 -35.915 1606314
 -42.378 1606315
 -46.829 1606316
 -49.451 1606317
 -50.183 1606318
 -48.963 1606319
 -45.610 1606320
 -40.244 1606321
 -33.963 1606322
 -26.220 1606323
 -17.561 1606324
 -7.866  1606325
 1.707   1606326
 11.402  1606327
 20.488  1606328
 29.085  1606329
 42.805  1606331
 49.817  1606333
 50.915  1606334
 50.244  1606335
 50.244  1606335
 47.744  1606336
 43.354  1606337
 37.683  1606338
 30.915  1606339
 23.110  1606340
 14.329  1606341
 5.122   1606342
 -4.390  1606343
 -13.598 1606344
 -22.317 1606345
 -30.305 1606346
 -37.256 1606347
 -42.256 1606348
 -45.610 1606349
 -47.012 1606350
 -46.646 1606351
 -44.390 1606352
 -40.244 1606353
 -34.634 1606354
 -27.744 1606355
 -19.878 1606356
 -11.159 1606357
 -2.012  1606358
 7.317   1606359
 16.402  1606360
 24.939  1606361
 32.500  1606362
 38.963  1606363
 44.024  1606364
 47.317  1606365
 48.963  1606366
 49.085  1606367
 47.317  1606368
 39.146  1606370
 32.988  1606371
 25.671  1606372
 17.500  1606373
 8.537   1606374
 -10.122 1606376
 -18.963 1606377
 -34.085 1606379
 -39.695 1606380
 -43.537 1606381
 -45.854 1606382
 -46.341 1606383
 -44.695 1606384
 -41.463 1606385
 -36.524 1606386
 -30.305 1606387
 -22.805 1606388
 -14.634 1606389
 -5.671  1606390
 3.354   1606391
 12.378  1606392
 20.793  1606393
 28.537  1606394
 35.488  1606395
 40.915  1606396
 44.878  1606397
 47.256  1606398
 48.293  1606399
 47.317  1606400
 44.939  1606401
 40.793  1606402
 35.671  1606403
 28.902  1606404
 13.110  1606406
 13.110  1606406
 4.451   1606407
 -4.817  1606408
 -21.951 1606410
 -40.610 1606413
 -43.598 1606414
 -45.061 1606415
 -44.146 1606416
 -42.012 1606417
 -37.805 1606418
 -32.622 1606419
 -25.793 1606420
 -18.354 1606421
 -9.817  1606422
 -1.159  1606423
