frequency;power
0.05447958377597995;41.768788943153396
0.1089591675519599;43.822551408032126
0.16343875132793986;52.455350585543215
0.2179183351039198;44.30023786206667
0.2723979188798998;50.547523375056656
0.3268775026558797;44.58865969844424
0.38135708643185967;42.73042875588366
0.4358366702078396;31.80801208136868
0.49031625398381956;43.48865926703986
0.5447958377597996;38.41649733016707
0.5992754215357795;43.35900670550136
0.6537550053117595;46.87762868152183
0.7082345890877394;52.06388695708658
0.7627141728637193;47.5002004001238
0.8171937566396993;42.65492722116136
0.8716733404156792;36.13398090225632
0.9261529241916592;49.239021935948514
0.9806325079676391;38.163783114843866
1.0351120917436192;55.86891445768128
1.0895916755195991;40.55111213314869
1.144071259295579;43.00553164547523
1.198550843071559;42.80437047409926
1.253030426847539;39.845056422825536
1.307510010623519;49.638123845026854
1.3619895943994988;46.31730632984754
1.4164691781754788;46.35705095700232
1.4709487619514587;52.01426532496437
1.5254283457274387;42.82222864972624
1.5799079295034186;43.482584052604246
1.6343875132793986;44.35735277304643
1.6888670970553785;52.5010753022476
1.7433466808313585;50.1641495993939
1.7978262646073384;48.49279408243079
1.8523058483833184;48.65776699813053
1.9067854321592983;41.71295166707118
1.9612650159352782;44.58166372877728
2.015744599711258;44.885324103110875
2.0702241834872384;47.57132608995348
2.124703767263218;48.09654645178863
2.1791833510391982;52.71749998607939
2.233662934815178;44.386673641643114
2.288142518591158;48.330840572347576
2.342622102367138;42.296213868417674
2.397101686143118;44.92562367510207
2.4515812699190977;43.104950467705585
2.506060853695078;30.256652067083397
2.5605404374710576;50.86575186549895
2.615020021247038;47.386432079789486
2.6694996050230175;50.417420103253164
2.7239791887989977;51.328002871092934
2.7784587725749774;45.60540965456706
2.8329383563509576;54.06127432715848
2.8874179401269373;60.87631116908234
2.9418975239029175;51.561839414252766
2.996377107678897;46.14831937185922
3.0508566914548774;53.528253057619466
3.105336275230857;52.98200929414818
3.1598158590068373;53.52078658043197
3.214295442782817;40.96325820897262
3.268775026558797;52.49014463247321
3.323254610334777;50.19279898715283
3.377734194110757;57.028310834893716
3.4322137778867368;41.87980927745477
3.486693361662717;55.44416632255629
3.541172945438697;51.66460159081841
3.595652529214677;57.02161619493971
3.650132112990657;44.76920410289252
3.7046116967666367;48.40807791542889
3.759091280542617;45.0155107994855
3.8135708643185966;49.60307993330318
3.8680504480945768;55.851661642884594
3.9225300318705565;54.728414294605216
3.9770096156465367;55.16791951184565
4.031489199422516;36.806350673338365
4.0859687831984965;49.746657584976184
4.140448366974477;54.086672220709374
4.194927950750456;52.23356950623915
4.249407534526436;51.929476355630186
4.303887118302416;61.14619450648532
4.3583667020783965;43.58530435483442
4.412846285854376;48.93642366075645
4.467325869630356;53.24645732289746
4.521805453406336;53.2034849441537
4.576285037182316;45.72930582591576
4.6307646209582956;43.00252447902922
4.685244204734276;48.24798916834644
4.739723788510256;53.50705966202619
4.794203372286236;47.79162590017954
4.848682956062215;39.31323505216941
4.9031625398381955;42.721540243599776
4.957642123614176;53.07458131830485
5.012121707390156;51.335783393124885
5.066601291166135;48.130424069842725
5.121080874942115;50.37364648813628
5.1755604587180954;44.923454839538906
5.230040042494076;36.599363169578794
5.284519626270056;41.26531098006118
5.338999210046035;49.847576686449344
5.393478793822015;43.444042409405135
5.447958377597995;47.430101047172755
5.502437961373976;46.40670315334483
5.556917545149955;52.36076986205414
5.611397128925935;51.89081782206284
5.665876712701915;40.92975390004742
5.720356296477895;48.63225338495302
5.774835880253875;54.90342981037787
5.829315464029855;50.769812277247226
5.883795047805835;48.112183130815126
5.938274631581815;44.82871212853272
5.992754215357794;48.697189809364716
6.047233799133775;51.21370642514037
6.101713382909755;52.986680999026596
6.156192966685735;45.60373721263198
6.210672550461714;44.276996153765694
6.265152134237694;47.366159138792185
6.3196317180136745;54.421933338154254
6.374111301789655;52.194404306455155
6.428590885565634;42.13019260202351
6.483070469341614;39.71055856081109
6.537550053117594;47.89810034073404
6.5920296368935745;42.99686853668021
6.646509220669554;44.157008398032346
6.700988804445534;50.202510459154965
6.755468388221514;50.18011683015523
6.809947971997494;47.99457457867297
6.8644275557734735;46.14967664259077
6.918907139549454;43.133546704969206
6.973386723325434;47.53763775633921
7.027866307101414;38.17376311573753
7.082345890877394;48.2365920869621
7.1368254746533735;32.422039183259784
7.191305058429354;42.4110842157866
7.245784642205334;45.726712964796654
7.300264225981314;53.11636214379014
7.354743809757293;42.57371477333807
7.409223393533273;51.42506867690035
7.463702977309254;50.010787745685604
7.518182561085234;45.15257508688571
7.572662144861213;43.66232152370462
7.627141728637193;50.69343892816163
7.681621312413173;42.107914381032046
7.7361008961891535;48.279154904207715
7.790580479965133;45.12091402390414
7.845060063741113;44.39585464734694
7.899539647517093;51.28095307817198
7.954019231293073;46.00935673873714
8.008498815069053;50.12137151440862
8.062978398845033;40.94626871645063
8.117457982621012;46.814108201447226
8.171937566396993;42.91167522343642
8.226417150172972;42.5934780206191
8.280896733948953;32.89520960517456
8.335376317724933;46.948828527475186
8.389855901500912;38.63584104493276
8.444335485276893;38.657243407614764
8.498815069052872;50.70225797291475
8.553294652828852;48.50884348484534
8.607774236604833;40.60231225373555
8.662253820380812;44.25934163632321
8.716733404156793;52.497281798999545
8.771212987932772;35.876373724891465
8.825692571708752;44.52934137456535
8.880172155484733;39.21001151292416
8.934651739260712;39.35034131447782
8.989131323036693;42.53032848569704
9.043610906812672;36.692054436408704
9.098090490588651;28.41758844061379
9.152570074364633;47.384723076337224
9.207049658140612;38.11090288616221
9.261529241916591;44.06411318508647
9.316008825692572;47.164710302245425
9.370488409468551;45.7469828982127
9.424967993244532;48.63474141501807
9.479447577020512;47.12773978913867
9.533927160796491;43.63584097799237
9.588406744572472;39.69853288166921
9.642886328348451;48.48896036909943
9.69736591212443;44.823026682739325
9.751845495900412;47.773869005115436
9.806325079676391;46.4201085152081
9.860804663452372;39.907549708683796
9.915284247228351;48.6463395463925
9.96976383100433;43.869393662962224
10.024243414780312;43.50037368678802
10.078722998556291;38.181318956356684
10.13320258233227;40.56733036639065
10.187682166108251;33.384415373222325
10.24216174988423;38.9592510295114
10.296641333660212;48.93953963367227
10.351120917436191;42.98048801962166
10.40560050121217;42.581660161460995
10.460080084988151;47.66981053715797
10.51455966876413;34.69787731352789
10.569039252540112;42.62712577661523
10.62351883631609;40.39417163823214
10.67799842009207;50.38688171566175
10.732478003868051;49.477946223960636
10.78695758764403;46.03991764965223
10.84143717142001;48.93245228592464
10.89591675519599;46.888267989331254
10.95039633897197;46.883646289519156
11.004875922747951;42.60145995882
11.05935550652393;48.675498493164746
11.11383509029991;43.8825788275895
11.16831467407589;50.06971592970085
11.22279425785187;45.71944514197906
11.27727384162785;50.07097065743692
11.33175342540383;38.7472553124898
11.38623300917981;43.96440581816725
11.44071259295579;43.22630109889068
11.49519217673177;42.079173514540656
11.54967176050775;41.190527730070656
11.60415134428373;47.788691371764045
11.65863092805971;43.79349225281055
11.713110511835689;43.82975641106832
11.76759009561167;43.70745256110869
11.82206967938765;42.784106857227926
11.87654926316363;35.10852095190891
11.93102884693961;48.49250725774806
11.985508430715589;44.84704811158512
12.03998801449157;42.16219628148494
12.09446759826755;45.88658102621761
12.148947182043528;50.00142630463542
12.20342676581951;43.48484613071821
12.257906349595489;41.39914094862392
12.31238593337147;53.13697279526104
12.366865517147449;38.67527941000478
12.421345100923428;48.37000501537293
